"id","index","measurement_time","measured_value"
19888,21,"2022-09-11 08:15:00+02",0
19889,21,"2022-09-11 08:30:00+02",1
19890,21,"2022-09-11 08:45:00+02",0
19891,21,"2022-09-11 09:00:00+02",0
19892,21,"2022-09-11 09:15:00+02",0
19893,21,"2022-09-11 09:30:00+02",1
19894,21,"2022-09-11 09:45:00+02",0
19895,21,"2022-09-11 10:00:00+02",0
19896,21,"2022-09-11 10:15:00+02",1
19897,21,"2022-09-11 10:30:00+02",1
19898,21,"2022-09-11 10:45:00+02",2
19899,21,"2022-09-11 11:00:00+02",1
19900,21,"2022-09-11 11:15:00+02",1
19901,21,"2022-09-11 11:30:00+02",0
19902,21,"2022-09-11 11:45:00+02",0
19903,21,"2022-09-11 12:00:00+02",1
19904,21,"2022-09-11 12:15:00+02",0
19905,21,"2022-09-11 12:30:00+02",0
19906,21,"2022-09-11 12:45:00+02",0
19907,21,"2022-09-11 13:00:00+02",1
19908,21,"2022-09-11 13:15:00+02",0
19909,21,"2022-09-11 13:30:00+02",0
19910,21,"2022-09-11 13:45:00+02",0
19911,21,"2022-09-11 14:00:00+02",0
19912,21,"2022-09-11 14:15:00+02",0
19913,21,"2022-09-11 14:30:00+02",0
19914,21,"2022-09-11 14:45:00+02",0
19915,21,"2022-09-11 15:00:00+02",0
19916,21,"2022-09-11 15:15:00+02",0
19917,21,"2022-09-11 15:30:00+02",0
19918,21,"2022-09-11 15:45:00+02",0
19919,21,"2022-09-11 16:00:00+02",1
19920,21,"2022-09-11 16:15:00+02",0
19921,21,"2022-09-11 16:30:00+02",0
19922,21,"2022-09-11 16:45:00+02",0
19923,21,"2022-09-11 17:00:00+02",1
19924,21,"2022-09-11 17:15:00+02",1
19925,21,"2022-09-11 17:30:00+02",0
19926,21,"2022-09-11 17:45:00+02",0
19927,21,"2022-09-11 18:00:00+02",0
19928,21,"2022-09-11 18:15:00+02",0
19929,21,"2022-09-11 18:30:00+02",0
19930,21,"2022-09-11 18:45:00+02",0
19931,21,"2022-09-11 19:00:00+02",0
19932,21,"2022-09-11 19:15:00+02",0
19933,21,"2022-09-11 19:30:00+02",0
19934,21,"2022-09-11 19:45:00+02",0
19935,21,"2022-09-11 20:00:00+02",1
19936,21,"2022-09-11 20:15:00+02",0
19937,21,"2022-09-11 20:30:00+02",0
19938,21,"2022-09-11 20:45:00+02",0
19939,21,"2022-09-11 21:00:00+02",0
19940,21,"2022-09-11 21:15:00+02",0
19941,21,"2022-09-11 21:30:00+02",0
19942,21,"2022-09-11 21:45:00+02",0
19943,21,"2022-09-11 22:00:00+02",0
19944,21,"2022-09-11 22:15:00+02",0
19945,21,"2022-09-11 22:30:00+02",0
19946,21,"2022-09-11 22:45:00+02",0
19947,21,"2022-09-11 23:00:00+02",0
19948,21,"2022-09-11 23:15:00+02",0
19949,21,"2022-09-11 23:30:00+02",0
19950,21,"2022-09-11 23:45:00+02",0
19951,1,"2022-09-11 00:00:00+02",0
19952,1,"2022-09-11 00:15:00+02",0
19953,1,"2022-09-11 00:30:00+02",0
19954,1,"2022-09-11 00:45:00+02",0
19955,1,"2022-09-11 01:00:00+02",0
19956,1,"2022-09-11 01:15:00+02",0
19957,1,"2022-09-11 01:30:00+02",0
19958,1,"2022-09-11 01:45:00+02",0
19959,1,"2022-09-11 02:00:00+02",0
19960,1,"2022-09-11 02:15:00+02",0
19961,1,"2022-09-11 02:30:00+02",0
19962,1,"2022-09-11 02:45:00+02",0
19963,1,"2022-09-11 03:00:00+02",0
19964,1,"2022-09-11 03:15:00+02",0
19965,1,"2022-09-11 03:30:00+02",0
19966,1,"2022-09-11 03:45:00+02",0
19967,1,"2022-09-11 04:00:00+02",0
19968,1,"2022-09-11 04:15:00+02",0
19969,1,"2022-09-11 04:30:00+02",0
19970,1,"2022-09-11 04:45:00+02",0
19971,1,"2022-09-11 05:00:00+02",0
19972,1,"2022-09-11 05:15:00+02",0
19973,1,"2022-09-11 05:30:00+02",0
19974,1,"2022-09-11 05:45:00+02",0
19975,1,"2022-09-11 06:00:00+02",0
19976,1,"2022-09-11 06:15:00+02",0
19977,1,"2022-09-11 06:30:00+02",0
19978,1,"2022-09-11 06:45:00+02",0
19979,1,"2022-09-11 07:00:00+02",0
19980,1,"2022-09-11 07:15:00+02",0
19981,1,"2022-09-11 07:30:00+02",0
19982,1,"2022-09-11 07:45:00+02",0
19983,1,"2022-09-11 08:00:00+02",0
19984,1,"2022-09-11 08:15:00+02",0
19985,1,"2022-09-11 08:30:00+02",0
19986,1,"2022-09-11 08:45:00+02",0
19987,1,"2022-09-11 09:00:00+02",0
19988,1,"2022-09-11 09:15:00+02",0
19989,1,"2022-09-11 09:30:00+02",0
19990,1,"2022-09-11 09:45:00+02",0
19991,1,"2022-09-11 10:00:00+02",0
19992,1,"2022-09-11 10:15:00+02",0
19993,1,"2022-09-11 10:30:00+02",0
19994,1,"2022-09-11 10:45:00+02",0
19995,1,"2022-09-11 11:00:00+02",0
19996,1,"2022-09-11 11:15:00+02",0
19997,1,"2022-09-11 11:30:00+02",0
19998,1,"2022-09-11 11:45:00+02",0
19999,1,"2022-09-11 12:00:00+02",0
20000,1,"2022-09-11 12:15:00+02",0
20001,1,"2022-09-11 12:30:00+02",0
20002,1,"2022-09-11 12:45:00+02",0
20003,1,"2022-09-11 13:00:00+02",0
20004,1,"2022-09-11 13:15:00+02",0
20005,1,"2022-09-11 13:30:00+02",0
20006,1,"2022-09-11 13:45:00+02",0
20007,1,"2022-09-11 14:00:00+02",0
20008,1,"2022-09-11 14:15:00+02",0
20009,1,"2022-09-11 14:30:00+02",0
20010,1,"2022-09-11 14:45:00+02",0
20011,1,"2022-09-11 15:00:00+02",0
20012,1,"2022-09-11 15:15:00+02",0
20013,1,"2022-09-11 15:30:00+02",0
20014,1,"2022-09-11 15:45:00+02",0
20015,1,"2022-09-11 16:00:00+02",0
20016,1,"2022-09-11 16:15:00+02",0
20017,1,"2022-09-11 16:30:00+02",0
20018,1,"2022-09-11 16:45:00+02",0
20019,1,"2022-09-11 17:00:00+02",0
20020,1,"2022-09-11 17:15:00+02",0
20021,1,"2022-09-11 17:30:00+02",0
20022,1,"2022-09-11 17:45:00+02",0
20023,1,"2022-09-11 18:00:00+02",0
20024,1,"2022-09-11 18:15:00+02",0
20025,1,"2022-09-11 18:30:00+02",0
20026,1,"2022-09-11 18:45:00+02",0
20027,1,"2022-09-11 19:00:00+02",0
20028,1,"2022-09-11 19:15:00+02",0
20029,1,"2022-09-11 19:30:00+02",0
20030,1,"2022-09-11 19:45:00+02",0
20031,1,"2022-09-11 20:00:00+02",0
20032,1,"2022-09-11 20:15:00+02",0
20033,1,"2022-09-11 20:30:00+02",0
20034,1,"2022-09-11 20:45:00+02",0
20035,1,"2022-09-11 21:00:00+02",0
20036,1,"2022-09-11 21:15:00+02",0
20037,1,"2022-09-11 21:30:00+02",0
20038,1,"2022-09-11 21:45:00+02",0
20039,1,"2022-09-11 22:00:00+02",0
20040,1,"2022-09-11 22:15:00+02",0
20041,1,"2022-09-11 22:30:00+02",0
20042,1,"2022-09-11 22:45:00+02",0
20043,1,"2022-09-11 23:00:00+02",0
20044,1,"2022-09-11 23:15:00+02",0
20045,1,"2022-09-11 23:30:00+02",0
20046,1,"2022-09-11 23:45:00+02",0
47483,0,"2021-12-25 05:00:00+01",0
47484,0,"2021-12-25 05:15:00+01",0
47485,0,"2021-12-25 05:30:00+01",0
47486,0,"2021-12-25 05:45:00+01",0
40033,11,"2021-12-01 00:00:00+01",0
40034,11,"2021-12-01 00:15:00+01",0
40035,11,"2021-12-01 00:30:00+01",1
40036,11,"2021-12-01 00:45:00+01",0
40129,21,"2021-12-01 00:00:00+01",0
40130,21,"2021-12-01 00:15:00+01",0
40131,21,"2021-12-01 00:30:00+01",0
40132,21,"2021-12-01 00:45:00+01",0
40225,1,"2021-12-01 00:00:00+01",0
40226,1,"2021-12-01 00:15:00+01",0
40227,1,"2021-12-01 00:30:00+01",0
40228,1,"2021-12-01 00:45:00+01",0
40229,11,"2021-12-01 01:00:00+01",0
40230,11,"2021-12-01 01:15:00+01",0
40231,11,"2021-12-01 01:30:00+01",0
40232,11,"2021-12-01 01:45:00+01",0
40233,11,"2021-12-01 02:00:00+01",1
40234,11,"2021-12-01 02:15:00+01",0
40235,11,"2021-12-01 02:30:00+01",0
40236,11,"2021-12-01 02:45:00+01",0
40237,11,"2021-12-01 03:00:00+01",0
40238,11,"2021-12-01 03:15:00+01",0
40239,11,"2021-12-01 03:30:00+01",2
40240,11,"2021-12-01 03:45:00+01",0
40241,11,"2021-12-01 04:00:00+01",1
40242,11,"2021-12-01 04:15:00+01",0
40243,11,"2021-12-01 04:30:00+01",1
40244,11,"2021-12-01 04:45:00+01",3
40245,11,"2021-12-01 05:00:00+01",4
40246,11,"2021-12-01 05:15:00+01",12
40247,11,"2021-12-01 05:30:00+01",13
40248,11,"2021-12-01 05:45:00+01",23
40249,11,"2021-12-01 06:00:00+01",33
40250,11,"2021-12-01 06:15:00+01",96
40251,11,"2021-12-01 06:30:00+01",129
40252,11,"2021-12-01 06:45:00+01",183
40253,11,"2021-12-01 07:00:00+01",229
40254,11,"2021-12-01 07:15:00+01",221
40255,11,"2021-12-01 07:30:00+01",216
40256,11,"2021-12-01 07:45:00+01",128
40257,11,"2021-12-01 08:00:00+01",138
40258,11,"2021-12-01 08:15:00+01",93
40259,11,"2021-12-01 08:30:00+01",114
40260,11,"2021-12-01 08:45:00+01",90
40261,11,"2021-12-01 09:00:00+01",82
40262,11,"2021-12-01 09:15:00+01",78
40263,11,"2021-12-01 09:30:00+01",79
40264,11,"2021-12-01 09:45:00+01",86
40265,11,"2021-12-01 10:00:00+01",89
40266,11,"2021-12-01 10:15:00+01",91
40267,11,"2021-12-01 10:30:00+01",93
40268,11,"2021-12-01 10:45:00+01",83
40269,11,"2021-12-01 11:00:00+01",81
40270,11,"2021-12-01 11:15:00+01",91
40271,11,"2021-12-01 11:30:00+01",64
40272,11,"2021-12-01 11:45:00+01",82
40273,11,"2021-12-01 12:00:00+01",75
40274,11,"2021-12-01 12:15:00+01",63
40275,11,"2021-12-01 12:30:00+01",87
40276,11,"2021-12-01 12:45:00+01",78
40277,11,"2021-12-01 13:00:00+01",84
40278,11,"2021-12-01 13:15:00+01",111
40279,11,"2021-12-01 13:30:00+01",96
40280,11,"2021-12-01 13:45:00+01",108
40281,11,"2021-12-01 14:00:00+01",102
40282,11,"2021-12-01 14:15:00+01",103
40283,11,"2021-12-01 14:30:00+01",104
40284,11,"2021-12-01 14:45:00+01",105
40285,11,"2021-12-01 15:00:00+01",98
40286,11,"2021-12-01 15:15:00+01",123
40287,11,"2021-12-01 15:30:00+01",91
40288,11,"2021-12-01 15:45:00+01",136
40289,11,"2021-12-01 16:00:00+01",133
40290,11,"2021-12-01 16:15:00+01",165
40291,11,"2021-12-01 16:30:00+01",143
40292,11,"2021-12-01 16:45:00+01",152
40293,11,"2021-12-01 17:00:00+01",185
40294,11,"2021-12-01 17:15:00+01",202
40295,11,"2021-12-01 17:30:00+01",201
40296,11,"2021-12-01 17:45:00+01",131
40297,11,"2021-12-01 18:00:00+01",111
40298,11,"2021-12-01 18:15:00+01",82
40299,11,"2021-12-01 18:30:00+01",82
40300,11,"2021-12-01 18:45:00+01",72
40301,11,"2021-12-01 19:00:00+01",77
40302,11,"2021-12-01 19:15:00+01",44
40303,11,"2021-12-01 19:30:00+01",53
40304,11,"2021-12-01 19:45:00+01",34
40305,11,"2021-12-01 20:00:00+01",21
40306,11,"2021-12-01 20:15:00+01",9
40307,11,"2021-12-01 20:30:00+01",21
40308,11,"2021-12-01 20:45:00+01",12
40309,11,"2021-12-01 21:00:00+01",18
40310,11,"2021-12-01 21:15:00+01",14
40311,11,"2021-12-01 21:30:00+01",12
40312,11,"2021-12-01 21:45:00+01",11
40313,11,"2021-12-01 22:00:00+01",8
40314,11,"2021-12-01 22:15:00+01",9
40315,11,"2021-12-01 22:30:00+01",7
40316,11,"2021-12-01 22:45:00+01",3
40317,11,"2021-12-01 23:00:00+01",4
40318,11,"2021-12-01 23:15:00+01",1
40319,11,"2021-12-01 23:30:00+01",1
40320,11,"2021-12-01 23:45:00+01",0
40321,11,"2021-12-02 00:00:00+01",3
40322,11,"2021-12-02 00:15:00+01",0
40323,11,"2021-12-02 00:30:00+01",1
40324,11,"2021-12-02 00:45:00+01",0
40325,21,"2021-12-01 01:00:00+01",0
40326,21,"2021-12-01 01:15:00+01",0
40327,21,"2021-12-01 01:30:00+01",0
40328,21,"2021-12-01 01:45:00+01",0
40329,21,"2021-12-01 02:00:00+01",0
40330,21,"2021-12-01 02:15:00+01",0
40331,21,"2021-12-01 02:30:00+01",0
40332,21,"2021-12-01 02:45:00+01",0
40333,21,"2021-12-01 03:00:00+01",0
40334,21,"2021-12-01 03:15:00+01",0
40335,21,"2021-12-01 03:30:00+01",0
40336,21,"2021-12-01 03:45:00+01",0
40337,21,"2021-12-01 04:00:00+01",0
40338,21,"2021-12-01 04:15:00+01",0
40339,21,"2021-12-01 04:30:00+01",0
40340,21,"2021-12-01 04:45:00+01",0
40341,21,"2021-12-01 05:00:00+01",0
40342,21,"2021-12-01 05:15:00+01",1
40343,21,"2021-12-01 05:30:00+01",0
40344,21,"2021-12-01 05:45:00+01",0
40345,21,"2021-12-01 06:00:00+01",1
40346,21,"2021-12-01 06:15:00+01",0
40347,21,"2021-12-01 06:30:00+01",1
40348,21,"2021-12-01 06:45:00+01",0
40349,21,"2021-12-01 07:00:00+01",1
40350,21,"2021-12-01 07:15:00+01",0
40351,21,"2021-12-01 07:30:00+01",2
40352,21,"2021-12-01 07:45:00+01",0
40353,21,"2021-12-01 08:00:00+01",1
40354,21,"2021-12-01 08:15:00+01",1
40355,21,"2021-12-01 08:30:00+01",1
40356,21,"2021-12-01 08:45:00+01",1
40357,21,"2021-12-01 09:00:00+01",2
40358,21,"2021-12-01 09:15:00+01",3
40359,21,"2021-12-01 09:30:00+01",1
40360,21,"2021-12-01 09:45:00+01",4
40361,21,"2021-12-01 10:00:00+01",0
40362,21,"2021-12-01 10:15:00+01",1
40363,21,"2021-12-01 10:30:00+01",3
40364,21,"2021-12-01 10:45:00+01",0
40365,21,"2021-12-01 11:00:00+01",1
40366,21,"2021-12-01 11:15:00+01",2
40367,21,"2021-12-01 11:30:00+01",2
40368,21,"2021-12-01 11:45:00+01",3
40369,21,"2021-12-01 12:00:00+01",0
40370,21,"2021-12-01 12:15:00+01",0
40371,21,"2021-12-01 12:30:00+01",1
40372,21,"2021-12-01 12:45:00+01",0
40373,21,"2021-12-01 13:00:00+01",3
40374,21,"2021-12-01 13:15:00+01",1
40375,21,"2021-12-01 13:30:00+01",0
40376,21,"2021-12-01 13:45:00+01",1
40377,21,"2021-12-01 14:00:00+01",0
40378,21,"2021-12-01 14:15:00+01",1
40379,21,"2021-12-01 14:30:00+01",1
40380,21,"2021-12-01 14:45:00+01",0
40381,21,"2021-12-01 15:00:00+01",0
40382,21,"2021-12-01 15:15:00+01",0
40383,21,"2021-12-01 15:30:00+01",0
40384,21,"2021-12-01 15:45:00+01",1
40385,21,"2021-12-01 16:00:00+01",1
40386,21,"2021-12-01 16:15:00+01",1
40387,21,"2021-12-01 16:30:00+01",1
40388,21,"2021-12-01 16:45:00+01",2
40389,21,"2021-12-01 17:00:00+01",4
40390,21,"2021-12-01 17:15:00+01",3
40391,21,"2021-12-01 17:30:00+01",0
40392,21,"2021-12-01 17:45:00+01",0
40393,21,"2021-12-01 18:00:00+01",1
40394,21,"2021-12-01 18:15:00+01",0
40395,21,"2021-12-01 18:30:00+01",1
40396,21,"2021-12-01 18:45:00+01",0
40397,21,"2021-12-01 19:00:00+01",1
40398,21,"2021-12-01 19:15:00+01",0
40399,21,"2021-12-01 19:30:00+01",0
40400,21,"2021-12-01 19:45:00+01",0
40401,21,"2021-12-01 20:00:00+01",0
40402,21,"2021-12-01 20:15:00+01",0
40403,21,"2021-12-01 20:30:00+01",0
40404,21,"2021-12-01 20:45:00+01",0
40405,21,"2021-12-01 21:00:00+01",0
40406,21,"2021-12-01 21:15:00+01",1
40407,21,"2021-12-01 21:30:00+01",0
40408,21,"2021-12-01 21:45:00+01",0
40409,21,"2021-12-01 22:00:00+01",0
40410,21,"2021-12-01 22:15:00+01",0
40411,21,"2021-12-01 22:30:00+01",0
40412,21,"2021-12-01 22:45:00+01",0
40413,21,"2021-12-01 23:00:00+01",0
40414,21,"2021-12-01 23:15:00+01",0
40415,21,"2021-12-01 23:30:00+01",0
40416,21,"2021-12-01 23:45:00+01",0
40417,21,"2021-12-02 00:00:00+01",0
40418,21,"2021-12-02 00:15:00+01",0
40419,21,"2021-12-02 00:30:00+01",0
40420,21,"2021-12-02 00:45:00+01",0
40421,1,"2021-12-01 01:00:00+01",0
40422,1,"2021-12-01 01:15:00+01",0
40423,1,"2021-12-01 01:30:00+01",0
40424,1,"2021-12-01 01:45:00+01",0
40425,1,"2021-12-01 02:00:00+01",0
40426,1,"2021-12-01 02:15:00+01",0
40427,1,"2021-12-01 02:30:00+01",0
40428,1,"2021-12-01 02:45:00+01",0
40429,1,"2021-12-01 03:00:00+01",0
40430,1,"2021-12-01 03:15:00+01",0
40431,1,"2021-12-01 03:30:00+01",0
40432,1,"2021-12-01 03:45:00+01",0
40433,1,"2021-12-01 04:00:00+01",0
40434,1,"2021-12-01 04:15:00+01",0
40435,1,"2021-12-01 04:30:00+01",0
40436,1,"2021-12-01 04:45:00+01",0
40437,1,"2021-12-01 05:00:00+01",0
40438,1,"2021-12-01 05:15:00+01",0
40439,1,"2021-12-01 05:30:00+01",0
40440,1,"2021-12-01 05:45:00+01",0
40441,1,"2021-12-01 06:00:00+01",0
40442,1,"2021-12-01 06:15:00+01",0
40443,1,"2021-12-01 06:30:00+01",0
40444,1,"2021-12-01 06:45:00+01",0
40445,1,"2021-12-01 07:00:00+01",0
40446,1,"2021-12-01 07:15:00+01",0
40447,1,"2021-12-01 07:30:00+01",0
40448,1,"2021-12-01 07:45:00+01",0
40449,1,"2021-12-01 08:00:00+01",0
40450,1,"2021-12-01 08:15:00+01",0
40451,1,"2021-12-01 08:30:00+01",0
40452,1,"2021-12-01 08:45:00+01",0
40453,1,"2021-12-01 09:00:00+01",0
40454,1,"2021-12-01 09:15:00+01",0
40455,1,"2021-12-01 09:30:00+01",0
40456,1,"2021-12-01 09:45:00+01",0
40457,1,"2021-12-01 10:00:00+01",0
40458,1,"2021-12-01 10:15:00+01",0
40459,1,"2021-12-01 10:30:00+01",0
40460,1,"2021-12-01 10:45:00+01",0
40461,1,"2021-12-01 11:00:00+01",0
40462,1,"2021-12-01 11:15:00+01",0
40463,1,"2021-12-01 11:30:00+01",0
40464,1,"2021-12-01 11:45:00+01",0
40465,1,"2021-12-01 12:00:00+01",0
40466,1,"2021-12-01 12:15:00+01",0
40467,1,"2021-12-01 12:30:00+01",0
40468,1,"2021-12-01 12:45:00+01",0
40469,1,"2021-12-01 13:00:00+01",0
40470,1,"2021-12-01 13:15:00+01",0
40471,1,"2021-12-01 13:30:00+01",0
40472,1,"2021-12-01 13:45:00+01",0
40473,1,"2021-12-01 14:00:00+01",0
40474,1,"2021-12-01 14:15:00+01",0
40475,1,"2021-12-01 14:30:00+01",0
40476,1,"2021-12-01 14:45:00+01",0
40477,1,"2021-12-01 15:00:00+01",0
40478,1,"2021-12-01 15:15:00+01",0
40479,1,"2021-12-01 15:30:00+01",0
40480,1,"2021-12-01 15:45:00+01",0
40481,1,"2021-12-01 16:00:00+01",0
40482,1,"2021-12-01 16:15:00+01",0
40483,1,"2021-12-01 16:30:00+01",0
40484,1,"2021-12-01 16:45:00+01",0
40485,1,"2021-12-01 17:00:00+01",0
40486,1,"2021-12-01 17:15:00+01",0
40487,1,"2021-12-01 17:30:00+01",0
40488,1,"2021-12-01 17:45:00+01",0
40489,1,"2021-12-01 18:00:00+01",0
40490,1,"2021-12-01 18:15:00+01",0
40491,1,"2021-12-01 18:30:00+01",0
40492,1,"2021-12-01 18:45:00+01",0
40493,1,"2021-12-01 19:00:00+01",0
40494,1,"2021-12-01 19:15:00+01",0
40495,1,"2021-12-01 19:30:00+01",0
40496,1,"2021-12-01 19:45:00+01",0
40497,1,"2021-12-01 20:00:00+01",0
40498,1,"2021-12-01 20:15:00+01",0
40499,1,"2021-12-01 20:30:00+01",0
40500,1,"2021-12-01 20:45:00+01",0
40501,1,"2021-12-01 21:00:00+01",0
40502,1,"2021-12-01 21:15:00+01",0
40503,1,"2021-12-01 21:30:00+01",0
40504,1,"2021-12-01 21:45:00+01",0
40505,1,"2021-12-01 22:00:00+01",0
40506,1,"2021-12-01 22:15:00+01",0
40507,1,"2021-12-01 22:30:00+01",0
40508,1,"2021-12-01 22:45:00+01",0
40509,1,"2021-12-01 23:00:00+01",0
40510,1,"2021-12-01 23:15:00+01",0
40511,1,"2021-12-01 23:30:00+01",0
40512,1,"2021-12-01 23:45:00+01",0
40513,1,"2021-12-02 00:00:00+01",0
40514,1,"2021-12-02 00:15:00+01",0
40515,1,"2021-12-02 00:30:00+01",0
40516,1,"2021-12-02 00:45:00+01",0
40517,11,"2021-12-02 01:00:00+01",2
40518,11,"2021-12-02 01:15:00+01",0
40519,11,"2021-12-02 01:30:00+01",0
40520,11,"2021-12-02 01:45:00+01",0
40521,11,"2021-12-02 02:00:00+01",0
40522,11,"2021-12-02 02:15:00+01",0
40523,11,"2021-12-02 02:30:00+01",0
40524,11,"2021-12-02 02:45:00+01",0
40525,11,"2021-12-02 03:00:00+01",0
40526,11,"2021-12-02 03:15:00+01",0
40527,11,"2021-12-02 03:30:00+01",0
40528,11,"2021-12-02 03:45:00+01",1
40529,11,"2021-12-02 04:00:00+01",2
40530,11,"2021-12-02 04:15:00+01",2
40531,11,"2021-12-02 04:30:00+01",1
