"id","index","measurement_time","measured_value"
21250,11,"2022-09-11 13:15:00+02",108
21251,11,"2022-09-11 13:30:00+02",109
21252,11,"2022-09-11 13:45:00+02",101
21253,11,"2022-09-11 14:00:00+02",94
21254,11,"2022-09-11 14:15:00+02",80
21255,11,"2022-09-11 14:30:00+02",92
21256,11,"2022-09-11 14:45:00+02",68
21257,11,"2022-09-11 15:00:00+02",97
21258,11,"2022-09-11 15:15:00+02",110
21259,11,"2022-09-11 15:30:00+02",77
21260,11,"2022-09-11 15:45:00+02",78
21261,11,"2022-09-11 16:00:00+02",62
21262,11,"2022-09-11 16:15:00+02",77
21263,11,"2022-09-11 16:30:00+02",73
21264,11,"2022-09-11 16:45:00+02",67
21265,11,"2022-09-11 17:00:00+02",85
21266,11,"2022-09-11 17:15:00+02",73
21267,11,"2022-09-11 17:30:00+02",73
21268,11,"2022-09-11 17:45:00+02",84
21269,11,"2022-09-11 18:00:00+02",67
21270,11,"2022-09-11 18:15:00+02",50
21271,11,"2022-09-11 18:30:00+02",75
21272,11,"2022-09-11 18:45:00+02",66
21273,11,"2022-09-11 19:00:00+02",46
21274,11,"2022-09-11 19:15:00+02",48
21275,11,"2022-09-11 19:30:00+02",55
21276,11,"2022-09-11 19:45:00+02",40
21277,11,"2022-09-11 20:00:00+02",36
21278,11,"2022-09-11 20:15:00+02",33
21279,11,"2022-09-11 20:30:00+02",36
21280,11,"2022-09-11 20:45:00+02",30
21281,11,"2022-09-11 21:00:00+02",20
21282,11,"2022-09-11 21:15:00+02",30
21283,11,"2022-09-11 21:30:00+02",27
21284,11,"2022-09-11 21:45:00+02",22
21285,11,"2022-09-11 22:00:00+02",17
21286,11,"2022-09-11 22:15:00+02",10
21287,11,"2022-09-11 22:30:00+02",2
21288,11,"2022-09-11 22:45:00+02",9
21289,11,"2022-09-11 23:00:00+02",6
21290,11,"2022-09-11 23:15:00+02",2
21291,11,"2022-09-11 23:30:00+02",4
21292,11,"2022-09-11 23:45:00+02",2
21293,21,"2022-09-11 00:00:00+02",0
21294,21,"2022-09-11 00:15:00+02",0
21295,21,"2022-09-11 00:30:00+02",0
21296,21,"2022-09-11 00:45:00+02",0
21297,21,"2022-09-11 01:00:00+02",0
21298,21,"2022-09-11 01:15:00+02",0
21299,21,"2022-09-11 01:30:00+02",0
21300,21,"2022-09-11 01:45:00+02",0
21301,21,"2022-09-11 02:00:00+02",0
21302,21,"2022-09-11 02:15:00+02",0
21303,21,"2022-09-11 02:30:00+02",0
21304,21,"2022-09-11 02:45:00+02",0
21305,21,"2022-09-11 03:00:00+02",0
21306,21,"2022-09-11 03:15:00+02",0
21307,21,"2022-09-11 03:30:00+02",0
21308,21,"2022-09-11 03:45:00+02",0
21309,21,"2022-09-11 04:00:00+02",0
21310,21,"2022-09-11 04:15:00+02",0
21311,21,"2022-09-11 04:30:00+02",0
21312,21,"2022-09-11 04:45:00+02",0
21313,21,"2022-09-11 05:00:00+02",0
21314,21,"2022-09-11 05:15:00+02",0
21315,21,"2022-09-11 05:30:00+02",0
21316,21,"2022-09-11 05:45:00+02",0
21317,21,"2022-09-11 06:00:00+02",0
21318,21,"2022-09-11 06:15:00+02",0
21319,21,"2022-09-11 06:30:00+02",0
21320,21,"2022-09-11 06:45:00+02",0
21321,21,"2022-09-11 07:00:00+02",0
21322,21,"2022-09-11 07:15:00+02",0
21323,21,"2022-09-11 07:30:00+02",0
21324,21,"2022-09-11 07:45:00+02",0
21325,21,"2022-09-11 08:00:00+02",0
21326,21,"2022-09-11 08:15:00+02",0
21327,21,"2022-09-11 08:30:00+02",0
21328,21,"2022-09-11 08:45:00+02",0
21329,21,"2022-09-11 09:00:00+02",0
21330,21,"2022-09-11 09:15:00+02",0
21331,21,"2022-09-11 09:30:00+02",0
21332,21,"2022-09-11 09:45:00+02",0
21333,21,"2022-09-11 10:00:00+02",1
21334,21,"2022-09-11 10:15:00+02",1
21335,21,"2022-09-11 10:30:00+02",0
21336,21,"2022-09-11 10:45:00+02",0
21337,21,"2022-09-11 11:00:00+02",0
21338,21,"2022-09-11 11:15:00+02",0
21339,21,"2022-09-11 11:30:00+02",0
21340,21,"2022-09-11 11:45:00+02",0
21341,21,"2022-09-11 12:00:00+02",0
21342,21,"2022-09-11 12:15:00+02",0
21343,21,"2022-09-11 12:30:00+02",0
21344,21,"2022-09-11 12:45:00+02",0
21345,21,"2022-09-11 13:00:00+02",0
21346,21,"2022-09-11 13:15:00+02",0
21347,21,"2022-09-11 13:30:00+02",0
21348,21,"2022-09-11 13:45:00+02",0
21349,21,"2022-09-11 14:00:00+02",0
21350,21,"2022-09-11 14:15:00+02",0
21351,21,"2022-09-11 14:30:00+02",0
21352,21,"2022-09-11 14:45:00+02",0
21353,21,"2022-09-11 15:00:00+02",0
21354,21,"2022-09-11 15:15:00+02",0
21355,21,"2022-09-11 15:30:00+02",0
21356,21,"2022-09-11 15:45:00+02",0
21357,21,"2022-09-11 16:00:00+02",0
21358,21,"2022-09-11 16:15:00+02",0
21359,21,"2022-09-11 16:30:00+02",0
21360,21,"2022-09-11 16:45:00+02",0
21361,21,"2022-09-11 17:00:00+02",0
21362,21,"2022-09-11 17:15:00+02",0
21363,21,"2022-09-11 17:30:00+02",0
21364,21,"2022-09-11 17:45:00+02",0
21365,21,"2022-09-11 18:00:00+02",0
21366,21,"2022-09-11 18:15:00+02",0
21367,21,"2022-09-11 18:30:00+02",0
21368,21,"2022-09-11 18:45:00+02",0
21369,21,"2022-09-11 19:00:00+02",0
21370,21,"2022-09-11 19:15:00+02",0
21371,21,"2022-09-11 19:30:00+02",0
21372,21,"2022-09-11 19:45:00+02",0
21373,21,"2022-09-11 20:00:00+02",0
21374,21,"2022-09-11 20:15:00+02",0
21375,21,"2022-09-11 20:30:00+02",0
21376,21,"2022-09-11 20:45:00+02",0
21377,21,"2022-09-11 21:00:00+02",0
21378,21,"2022-09-11 21:15:00+02",0
21379,21,"2022-09-11 21:30:00+02",0
21380,21,"2022-09-11 21:45:00+02",0
21381,21,"2022-09-11 22:00:00+02",0
21382,21,"2022-09-11 22:15:00+02",0
21383,21,"2022-09-11 22:30:00+02",0
21384,21,"2022-09-11 22:45:00+02",0
21385,21,"2022-09-11 23:00:00+02",0
21386,21,"2022-09-11 23:15:00+02",0
21387,21,"2022-09-11 23:30:00+02",0
21388,21,"2022-09-11 23:45:00+02",0
21389,1,"2022-09-11 00:00:00+02",0
21390,1,"2022-09-11 00:15:00+02",0
21391,1,"2022-09-11 00:30:00+02",0
21392,1,"2022-09-11 00:45:00+02",0
21393,1,"2022-09-11 01:00:00+02",0
21394,1,"2022-09-11 01:15:00+02",0
21395,1,"2022-09-11 01:30:00+02",0
21396,1,"2022-09-11 01:45:00+02",0
21397,1,"2022-09-11 02:00:00+02",0
21398,1,"2022-09-11 02:15:00+02",0
21399,1,"2022-09-11 02:30:00+02",0
21400,1,"2022-09-11 02:45:00+02",0
21401,1,"2022-09-11 03:00:00+02",0
21402,1,"2022-09-11 03:15:00+02",0
21403,1,"2022-09-11 03:30:00+02",0
21404,1,"2022-09-11 03:45:00+02",0
21405,1,"2022-09-11 04:00:00+02",0
21406,1,"2022-09-11 04:15:00+02",0
21407,1,"2022-09-11 04:30:00+02",0
21408,1,"2022-09-11 04:45:00+02",0
21409,1,"2022-09-11 05:00:00+02",0
21410,1,"2022-09-11 05:15:00+02",0
21411,1,"2022-09-11 05:30:00+02",0
21412,1,"2022-09-11 05:45:00+02",0
21413,1,"2022-09-11 06:00:00+02",0
21414,1,"2022-09-11 06:15:00+02",0
21415,1,"2022-09-11 06:30:00+02",0
21416,1,"2022-09-11 06:45:00+02",0
21417,1,"2022-09-11 07:00:00+02",0
21418,1,"2022-09-11 07:15:00+02",0
21419,1,"2022-09-11 07:30:00+02",0
21420,1,"2022-09-11 07:45:00+02",0
21421,1,"2022-09-11 08:00:00+02",0
21422,1,"2022-09-11 08:15:00+02",0
21423,1,"2022-09-11 08:30:00+02",0
21424,1,"2022-09-11 08:45:00+02",0
21425,1,"2022-09-11 09:00:00+02",0
21426,1,"2022-09-11 09:15:00+02",0
21427,1,"2022-09-11 09:30:00+02",0
21428,1,"2022-09-11 09:45:00+02",0
21429,1,"2022-09-11 10:00:00+02",0
21430,1,"2022-09-11 10:15:00+02",0
21431,1,"2022-09-11 10:30:00+02",0
21432,1,"2022-09-11 10:45:00+02",0
21433,1,"2022-09-11 11:00:00+02",0
21434,1,"2022-09-11 11:15:00+02",0
21435,1,"2022-09-11 11:30:00+02",0
21436,1,"2022-09-11 11:45:00+02",0
21437,1,"2022-09-11 12:00:00+02",0
21438,1,"2022-09-11 12:15:00+02",0
21439,1,"2022-09-11 12:30:00+02",0
21440,1,"2022-09-11 12:45:00+02",0
21441,1,"2022-09-11 13:00:00+02",0
21442,1,"2022-09-11 13:15:00+02",0
21443,1,"2022-09-11 13:30:00+02",0
21444,1,"2022-09-11 13:45:00+02",0
21445,1,"2022-09-11 14:00:00+02",0
21446,1,"2022-09-11 14:15:00+02",0
21447,1,"2022-09-11 14:30:00+02",0
21448,1,"2022-09-11 14:45:00+02",0
21449,1,"2022-09-11 15:00:00+02",0
21450,1,"2022-09-11 15:15:00+02",0
21451,1,"2022-09-11 15:30:00+02",0
21452,1,"2022-09-11 15:45:00+02",0
21453,1,"2022-09-11 16:00:00+02",0
21454,1,"2022-09-11 16:15:00+02",0
21455,1,"2022-09-11 16:30:00+02",0
21456,1,"2022-09-11 16:45:00+02",0
21457,1,"2022-09-11 17:00:00+02",0
21458,1,"2022-09-11 17:15:00+02",0
21459,1,"2022-09-11 17:30:00+02",0
21460,1,"2022-09-11 17:45:00+02",0
21461,1,"2022-09-11 18:00:00+02",0
21462,1,"2022-09-11 18:15:00+02",0
21463,1,"2022-09-11 18:30:00+02",0
21464,1,"2022-09-11 18:45:00+02",0
21465,1,"2022-09-11 19:00:00+02",0
21466,1,"2022-09-11 19:15:00+02",0
21467,1,"2022-09-11 19:30:00+02",0
21468,1,"2022-09-11 19:45:00+02",0
21469,1,"2022-09-11 20:00:00+02",0
21470,1,"2022-09-11 20:15:00+02",0
21471,1,"2022-09-11 20:30:00+02",0
21472,1,"2022-09-11 20:45:00+02",0
21473,1,"2022-09-11 21:00:00+02",0
21474,1,"2022-09-11 21:15:00+02",0
21475,1,"2022-09-11 21:30:00+02",0
21476,1,"2022-09-11 21:45:00+02",0
21477,1,"2022-09-11 22:00:00+02",0
21478,1,"2022-09-11 22:15:00+02",0
21479,1,"2022-09-11 22:30:00+02",0
21480,1,"2022-09-11 22:45:00+02",0
21481,1,"2022-09-11 23:00:00+02",0
21482,1,"2022-09-11 23:15:00+02",0
21483,1,"2022-09-11 23:30:00+02",0
21484,1,"2022-09-11 23:45:00+02",0
41861,11,"2021-12-01 00:00:00+01",2
41862,11,"2021-12-01 00:15:00+01",0
41863,11,"2021-12-01 00:30:00+01",0
41864,11,"2021-12-01 00:45:00+01",0
41957,21,"2021-12-01 00:00:00+01",0
41958,21,"2021-12-01 00:15:00+01",0
41959,21,"2021-12-01 00:30:00+01",0
41960,21,"2021-12-01 00:45:00+01",0
42053,1,"2021-12-01 00:00:00+01",0
42054,1,"2021-12-01 00:15:00+01",0
42055,1,"2021-12-01 00:30:00+01",0
42056,1,"2021-12-01 00:45:00+01",0
42061,11,"2021-12-01 01:00:00+01",0
42062,11,"2021-12-01 01:15:00+01",2
42063,11,"2021-12-01 01:30:00+01",0
42064,11,"2021-12-01 01:45:00+01",2
42065,11,"2021-12-01 02:00:00+01",0
42066,11,"2021-12-01 02:15:00+01",0
42067,11,"2021-12-01 02:30:00+01",0
42068,11,"2021-12-01 02:45:00+01",0
42069,11,"2021-12-01 03:00:00+01",0
42070,11,"2021-12-01 03:15:00+01",0
42071,11,"2021-12-01 03:30:00+01",0
42072,11,"2021-12-01 03:45:00+01",0
42073,11,"2021-12-01 04:00:00+01",0
42074,11,"2021-12-01 04:15:00+01",1
42075,11,"2021-12-01 04:30:00+01",0
42076,11,"2021-12-01 04:45:00+01",0
42077,11,"2021-12-01 05:00:00+01",0
42078,11,"2021-12-01 05:15:00+01",1
42079,11,"2021-12-01 05:30:00+01",4
42080,11,"2021-12-01 05:45:00+01",8
42081,11,"2021-12-01 06:00:00+01",14
42082,11,"2021-12-01 06:15:00+01",33
42083,11,"2021-12-01 06:30:00+01",33
42084,11,"2021-12-01 06:45:00+01",41
42085,11,"2021-12-01 07:00:00+01",98
42086,11,"2021-12-01 07:15:00+01",51
42087,11,"2021-12-01 07:30:00+01",84
42088,11,"2021-12-01 07:45:00+01",54
42089,11,"2021-12-01 08:00:00+01",63
42090,11,"2021-12-01 08:15:00+01",56
42091,11,"2021-12-01 08:30:00+01",65
42092,11,"2021-12-01 08:45:00+01",44
42093,11,"2021-12-01 09:00:00+01",32
42094,11,"2021-12-01 09:15:00+01",44
42095,11,"2021-12-01 09:30:00+01",38
42096,11,"2021-12-01 09:45:00+01",45
42097,11,"2021-12-01 10:00:00+01",53
42098,11,"2021-12-01 10:15:00+01",39
42099,11,"2021-12-01 10:30:00+01",50
42100,11,"2021-12-01 10:45:00+01",31
42101,11,"2021-12-01 11:00:00+01",46
42102,11,"2021-12-01 11:15:00+01",52
42103,11,"2021-12-01 11:30:00+01",38
42104,11,"2021-12-01 11:45:00+01",36
42105,11,"2021-12-01 12:00:00+01",46
42106,11,"2021-12-01 12:15:00+01",52
42107,11,"2021-12-01 12:30:00+01",35
42108,11,"2021-12-01 12:45:00+01",35
42109,11,"2021-12-01 13:00:00+01",62
42110,11,"2021-12-01 13:15:00+01",45
42111,11,"2021-12-01 13:30:00+01",37
42112,11,"2021-12-01 13:45:00+01",53
42113,11,"2021-12-01 14:00:00+01",38
42114,11,"2021-12-01 14:15:00+01",46
42115,11,"2021-12-01 14:30:00+01",33
42116,11,"2021-12-01 14:45:00+01",40
42117,11,"2021-12-01 15:00:00+01",43
42118,11,"2021-12-01 15:15:00+01",42
42119,11,"2021-12-01 15:30:00+01",59
42120,11,"2021-12-01 15:45:00+01",60
42121,11,"2021-12-01 16:00:00+01",42
42122,11,"2021-12-01 16:15:00+01",66
42123,11,"2021-12-01 16:30:00+01",71
42124,11,"2021-12-01 16:45:00+01",54
42125,11,"2021-12-01 17:00:00+01",57
42126,11,"2021-12-01 17:15:00+01",83
42127,11,"2021-12-01 17:30:00+01",50
42128,11,"2021-12-01 17:45:00+01",60
42129,11,"2021-12-01 18:00:00+01",64
42130,11,"2021-12-01 18:15:00+01",36
42131,11,"2021-12-01 18:30:00+01",50
42132,11,"2021-12-01 18:45:00+01",37
42133,11,"2021-12-01 19:00:00+01",22
42134,11,"2021-12-01 19:15:00+01",20
42135,11,"2021-12-01 19:30:00+01",30
42136,11,"2021-12-01 19:45:00+01",16
42137,11,"2021-12-01 20:00:00+01",15
42138,11,"2021-12-01 20:15:00+01",16
42139,11,"2021-12-01 20:30:00+01",4
42140,11,"2021-12-01 20:45:00+01",8
42141,11,"2021-12-01 21:00:00+01",8
42142,11,"2021-12-01 21:15:00+01",6
42143,11,"2021-12-01 21:30:00+01",6
42144,11,"2021-12-01 21:45:00+01",2
42145,11,"2021-12-01 22:00:00+01",4
42146,11,"2021-12-01 22:15:00+01",4
42147,11,"2021-12-01 22:30:00+01",3
42148,11,"2021-12-01 22:45:00+01",1
42149,11,"2021-12-01 23:00:00+01",2
42150,11,"2021-12-01 23:15:00+01",2
42151,11,"2021-12-01 23:30:00+01",2
42152,11,"2021-12-01 23:45:00+01",2
42153,11,"2021-12-02 00:00:00+01",1
42154,11,"2021-12-02 00:15:00+01",1
42155,11,"2021-12-02 00:30:00+01",0
42156,11,"2021-12-02 00:45:00+01",0
42157,21,"2021-12-01 01:00:00+01",0
42158,21,"2021-12-01 01:15:00+01",0
42159,21,"2021-12-01 01:30:00+01",0
42160,21,"2021-12-01 01:45:00+01",0
42161,21,"2021-12-01 02:00:00+01",0
42162,21,"2021-12-01 02:15:00+01",0
42163,21,"2021-12-01 02:30:00+01",0
42164,21,"2021-12-01 02:45:00+01",0
42165,21,"2021-12-01 03:00:00+01",0
42166,21,"2021-12-01 03:15:00+01",0
42167,21,"2021-12-01 03:30:00+01",0
42168,21,"2021-12-01 03:45:00+01",0
42169,21,"2021-12-01 04:00:00+01",0
42170,21,"2021-12-01 04:15:00+01",0
42171,21,"2021-12-01 04:30:00+01",0
42172,21,"2021-12-01 04:45:00+01",0
42173,21,"2021-12-01 05:00:00+01",0
42174,21,"2021-12-01 05:15:00+01",0
42175,21,"2021-12-01 05:30:00+01",1
42176,21,"2021-12-01 05:45:00+01",0
42177,21,"2021-12-01 06:00:00+01",0
42178,21,"2021-12-01 06:15:00+01",1
42179,21,"2021-12-01 06:30:00+01",3
42180,21,"2021-12-01 06:45:00+01",0
42181,21,"2021-12-01 07:00:00+01",6
42182,21,"2021-12-01 07:15:00+01",2
42183,21,"2021-12-01 07:30:00+01",0
42184,21,"2021-12-01 07:45:00+01",2
42185,21,"2021-12-01 08:00:00+01",0
42186,21,"2021-12-01 08:15:00+01",1
42187,21,"2021-12-01 08:30:00+01",0
42188,21,"2021-12-01 08:45:00+01",0
42189,21,"2021-12-01 09:00:00+01",1
42190,21,"2021-12-01 09:15:00+01",0
42191,21,"2021-12-01 09:30:00+01",1
42192,21,"2021-12-01 09:45:00+01",0
42193,21,"2021-12-01 10:00:00+01",1
42194,21,"2021-12-01 10:15:00+01",0
42195,21,"2021-12-01 10:30:00+01",0
42196,21,"2021-12-01 10:45:00+01",0
42197,21,"2021-12-01 11:00:00+01",0
42198,21,"2021-12-01 11:15:00+01",0
42199,21,"2021-12-01 11:30:00+01",0
42200,21,"2021-12-01 11:45:00+01",0
42201,21,"2021-12-01 12:00:00+01",0
42202,21,"2021-12-01 12:15:00+01",1
42203,21,"2021-12-01 12:30:00+01",1
42204,21,"2021-12-01 12:45:00+01",1
42205,21,"2021-12-01 13:00:00+01",1
42206,21,"2021-12-01 13:15:00+01",0
42207,21,"2021-12-01 13:30:00+01",1
42208,21,"2021-12-01 13:45:00+01",1
42209,21,"2021-12-01 14:00:00+01",0
42210,21,"2021-12-01 14:15:00+01",1
42211,21,"2021-12-01 14:30:00+01",1
42212,21,"2021-12-01 14:45:00+01",1
42213,21,"2021-12-01 15:00:00+01",0
42214,21,"2021-12-01 15:15:00+01",0
42215,21,"2021-12-01 15:30:00+01",0
42216,21,"2021-12-01 15:45:00+01",5
42217,21,"2021-12-01 16:00:00+01",0
42218,21,"2021-12-01 16:15:00+01",1
42219,21,"2021-12-01 16:30:00+01",4
42220,21,"2021-12-01 16:45:00+01",1
42221,21,"2021-12-01 17:00:00+01",2
42222,21,"2021-12-01 17:15:00+01",0
42223,21,"2021-12-01 17:30:00+01",0
42224,21,"2021-12-01 17:45:00+01",0
42225,21,"2021-12-01 18:00:00+01",0
42226,21,"2021-12-01 18:15:00+01",0
42227,21,"2021-12-01 18:30:00+01",1
42228,21,"2021-12-01 18:45:00+01",0
42229,21,"2021-12-01 19:00:00+01",0
42230,21,"2021-12-01 19:15:00+01",0
42231,21,"2021-12-01 19:30:00+01",0
42232,21,"2021-12-01 19:45:00+01",1
42233,21,"2021-12-01 20:00:00+01",0
42234,21,"2021-12-01 20:15:00+01",0
42235,21,"2021-12-01 20:30:00+01",0
42236,21,"2021-12-01 20:45:00+01",0
42237,21,"2021-12-01 21:00:00+01",0
42238,21,"2021-12-01 21:15:00+01",0
42239,21,"2021-12-01 21:30:00+01",0
42240,21,"2021-12-01 21:45:00+01",0
42241,21,"2021-12-01 22:00:00+01",0
42242,21,"2021-12-01 22:15:00+01",0
42243,21,"2021-12-01 22:30:00+01",0
42244,21,"2021-12-01 22:45:00+01",0
42245,21,"2021-12-01 23:00:00+01",0
42246,21,"2021-12-01 23:15:00+01",0
42247,21,"2021-12-01 23:30:00+01",0
42248,21,"2021-12-01 23:45:00+01",0
42249,21,"2021-12-02 00:00:00+01",0
42250,21,"2021-12-02 00:15:00+01",0
42251,21,"2021-12-02 00:30:00+01",0
42252,21,"2021-12-02 00:45:00+01",0
42253,1,"2021-12-01 01:00:00+01",0
42254,1,"2021-12-01 01:15:00+01",0
42255,1,"2021-12-01 01:30:00+01",0
42256,1,"2021-12-01 01:45:00+01",0
42257,1,"2021-12-01 02:00:00+01",0
42258,1,"2021-12-01 02:15:00+01",0
42259,1,"2021-12-01 02:30:00+01",0
42260,1,"2021-12-01 02:45:00+01",0
42261,1,"2021-12-01 03:00:00+01",0
42262,1,"2021-12-01 03:15:00+01",0
42263,1,"2021-12-01 03:30:00+01",0
42264,1,"2021-12-01 03:45:00+01",0
42265,1,"2021-12-01 04:00:00+01",0
42266,1,"2021-12-01 04:15:00+01",0
42267,1,"2021-12-01 04:30:00+01",0
42268,1,"2021-12-01 04:45:00+01",0
42269,1,"2021-12-01 05:00:00+01",0
42270,1,"2021-12-01 05:15:00+01",0
42271,1,"2021-12-01 05:30:00+01",0
42272,1,"2021-12-01 05:45:00+01",0
42273,1,"2021-12-01 06:00:00+01",0
42274,1,"2021-12-01 06:15:00+01",0
42275,1,"2021-12-01 06:30:00+01",0
42276,1,"2021-12-01 06:45:00+01",0
42277,1,"2021-12-01 07:00:00+01",0
42278,1,"2021-12-01 07:15:00+01",0
42279,1,"2021-12-01 07:30:00+01",0
42280,1,"2021-12-01 07:45:00+01",0
42281,1,"2021-12-01 08:00:00+01",0
42282,1,"2021-12-01 08:15:00+01",0
42283,1,"2021-12-01 08:30:00+01",0
42284,1,"2021-12-01 08:45:00+01",0
42285,1,"2021-12-01 09:00:00+01",0
42286,1,"2021-12-01 09:15:00+01",0
42287,1,"2021-12-01 09:30:00+01",0
42288,1,"2021-12-01 09:45:00+01",0
42289,1,"2021-12-01 10:00:00+01",0
42290,1,"2021-12-01 10:15:00+01",0
42291,1,"2021-12-01 10:30:00+01",0
42292,1,"2021-12-01 10:45:00+01",0
42293,1,"2021-12-01 11:00:00+01",0
42294,1,"2021-12-01 11:15:00+01",0
42295,1,"2021-12-01 11:30:00+01",0
42296,1,"2021-12-01 11:45:00+01",0
42297,1,"2021-12-01 12:00:00+01",0
42298,1,"2021-12-01 12:15:00+01",0
42299,1,"2021-12-01 12:30:00+01",0
42300,1,"2021-12-01 12:45:00+01",0
42301,1,"2021-12-01 13:00:00+01",0
42302,1,"2021-12-01 13:15:00+01",0
42303,1,"2021-12-01 13:30:00+01",0
42304,1,"2021-12-01 13:45:00+01",0
42305,1,"2021-12-01 14:00:00+01",0
42306,1,"2021-12-01 14:15:00+01",0
42307,1,"2021-12-01 14:30:00+01",0
42308,1,"2021-12-01 14:45:00+01",0
42309,1,"2021-12-01 15:00:00+01",0
42310,1,"2021-12-01 15:15:00+01",0
42311,1,"2021-12-01 15:30:00+01",0
42312,1,"2021-12-01 15:45:00+01",0
42313,1,"2021-12-01 16:00:00+01",0
42314,1,"2021-12-01 16:15:00+01",0
42315,1,"2021-12-01 16:30:00+01",0
42316,1,"2021-12-01 16:45:00+01",0
42317,1,"2021-12-01 17:00:00+01",0
42318,1,"2021-12-01 17:15:00+01",0
42319,1,"2021-12-01 17:30:00+01",0
42320,1,"2021-12-01 17:45:00+01",0
42321,1,"2021-12-01 18:00:00+01",0
42322,1,"2021-12-01 18:15:00+01",0
42323,1,"2021-12-01 18:30:00+01",0
42324,1,"2021-12-01 18:45:00+01",0
42325,1,"2021-12-01 19:00:00+01",0
42326,1,"2021-12-01 19:15:00+01",0
42327,1,"2021-12-01 19:30:00+01",0
42328,1,"2021-12-01 19:45:00+01",0
42329,1,"2021-12-01 20:00:00+01",0
42330,1,"2021-12-01 20:15:00+01",0
42331,1,"2021-12-01 20:30:00+01",0
42332,1,"2021-12-01 20:45:00+01",0
42333,1,"2021-12-01 21:00:00+01",0
42334,1,"2021-12-01 21:15:00+01",0
42335,1,"2021-12-01 21:30:00+01",0
42336,1,"2021-12-01 21:45:00+01",0
42337,1,"2021-12-01 22:00:00+01",0
42338,1,"2021-12-01 22:15:00+01",0
42339,1,"2021-12-01 22:30:00+01",0
42340,1,"2021-12-01 22:45:00+01",0
42341,1,"2021-12-01 23:00:00+01",0
42342,1,"2021-12-01 23:15:00+01",0
42343,1,"2021-12-01 23:30:00+01",0
42344,1,"2021-12-01 23:45:00+01",0
42345,1,"2021-12-02 00:00:00+01",0
42346,1,"2021-12-02 00:15:00+01",0
42347,1,"2021-12-02 00:30:00+01",0
42348,1,"2021-12-02 00:45:00+01",0
42349,11,"2021-12-02 01:00:00+01",0
42350,11,"2021-12-02 01:15:00+01",0
42351,11,"2021-12-02 01:30:00+01",0
42352,11,"2021-12-02 01:45:00+01",1
42353,11,"2021-12-02 02:00:00+01",0
42354,11,"2021-12-02 02:15:00+01",0
42355,11,"2021-12-02 02:30:00+01",1
42356,11,"2021-12-02 02:45:00+01",1
42357,11,"2021-12-02 03:00:00+01",0
42358,11,"2021-12-02 03:15:00+01",0
42359,11,"2021-12-02 03:30:00+01",1
42360,11,"2021-12-02 03:45:00+01",1
42361,11,"2021-12-02 04:00:00+01",0
42362,11,"2021-12-02 04:15:00+01",0
42363,11,"2021-12-02 04:30:00+01",1
42364,11,"2021-12-02 04:45:00+01",1
42365,11,"2021-12-02 05:00:00+01",0
42366,11,"2021-12-02 05:15:00+01",5
42367,11,"2021-12-02 05:30:00+01",2
