"id","index","measurement_time","measured_value"
19734,0,"2022-09-11 19:30:00+02",0
19735,0,"2022-09-11 19:45:00+02",0
19736,0,"2022-09-11 20:00:00+02",0
19737,0,"2022-09-11 20:15:00+02",0
19738,0,"2022-09-11 20:30:00+02",0
19739,0,"2022-09-11 20:45:00+02",0
19740,0,"2022-09-11 21:00:00+02",0
19741,0,"2022-09-11 21:15:00+02",0
19742,0,"2022-09-11 21:30:00+02",0
19743,0,"2022-09-11 21:45:00+02",0
19744,0,"2022-09-11 22:00:00+02",0
19745,0,"2022-09-11 22:15:00+02",0
19746,0,"2022-09-11 22:30:00+02",0
19747,0,"2022-09-11 22:45:00+02",0
19748,0,"2022-09-11 23:00:00+02",0
19749,0,"2022-09-11 23:15:00+02",0
19750,0,"2022-09-11 23:30:00+02",0
19751,0,"2022-09-11 23:45:00+02",0
62444,0,"2022-02-15 13:30:00+01",0
39847,11,"2021-12-01 00:00:00+01",3
39848,11,"2021-12-01 00:15:00+01",0
39849,11,"2021-12-01 00:30:00+01",1
39850,11,"2021-12-01 00:45:00+01",1
39943,21,"2021-12-01 00:00:00+01",0
39944,21,"2021-12-01 00:15:00+01",0
39945,21,"2021-12-01 00:30:00+01",0
39946,21,"2021-12-01 00:45:00+01",0
40039,1,"2021-12-01 00:00:00+01",0
40040,1,"2021-12-01 00:15:00+01",0
40041,1,"2021-12-01 00:30:00+01",0
40042,1,"2021-12-01 00:45:00+01",0
40043,11,"2021-12-01 01:00:00+01",0
40044,11,"2021-12-01 01:15:00+01",1
40045,11,"2021-12-01 01:30:00+01",1
40046,11,"2021-12-01 01:45:00+01",1
40047,11,"2021-12-01 02:00:00+01",0
40048,11,"2021-12-01 02:15:00+01",0
40049,11,"2021-12-01 02:30:00+01",2
40050,11,"2021-12-01 02:45:00+01",0
40051,11,"2021-12-01 03:00:00+01",0
40052,11,"2021-12-01 03:15:00+01",0
40053,11,"2021-12-01 03:30:00+01",0
40054,11,"2021-12-01 03:45:00+01",0
40055,11,"2021-12-01 04:00:00+01",3
40056,11,"2021-12-01 04:15:00+01",3
40057,11,"2021-12-01 04:30:00+01",1
40058,11,"2021-12-01 04:45:00+01",4
40059,11,"2021-12-01 05:00:00+01",11
40060,11,"2021-12-01 05:15:00+01",14
40061,11,"2021-12-01 05:30:00+01",27
40062,11,"2021-12-01 05:45:00+01",25
40063,11,"2021-12-01 06:00:00+01",69
40064,11,"2021-12-01 06:15:00+01",121
40065,11,"2021-12-01 06:30:00+01",163
40066,11,"2021-12-01 06:45:00+01",212
40067,11,"2021-12-01 07:00:00+01",230
40068,11,"2021-12-01 07:15:00+01",250
40069,11,"2021-12-01 07:30:00+01",206
40070,11,"2021-12-01 07:45:00+01",181
40071,11,"2021-12-01 08:00:00+01",142
40072,11,"2021-12-01 08:15:00+01",101
40073,11,"2021-12-01 08:30:00+01",98
40074,11,"2021-12-01 08:45:00+01",98
40075,11,"2021-12-01 09:00:00+01",102
40076,11,"2021-12-01 09:15:00+01",105
40077,11,"2021-12-01 09:30:00+01",83
40078,11,"2021-12-01 09:45:00+01",108
40079,11,"2021-12-01 10:00:00+01",101
40080,11,"2021-12-01 10:15:00+01",94
40081,11,"2021-12-01 10:30:00+01",126
40082,11,"2021-12-01 10:45:00+01",114
40083,11,"2021-12-01 11:00:00+01",104
40084,11,"2021-12-01 11:15:00+01",123
40085,11,"2021-12-01 11:30:00+01",99
40086,11,"2021-12-01 11:45:00+01",106
40087,11,"2021-12-01 12:00:00+01",107
40088,11,"2021-12-01 12:15:00+01",96
40089,11,"2021-12-01 12:30:00+01",98
40090,11,"2021-12-01 12:45:00+01",97
40091,11,"2021-12-01 13:00:00+01",122
40092,11,"2021-12-01 13:15:00+01",145
40093,11,"2021-12-01 13:30:00+01",135
40094,11,"2021-12-01 13:45:00+01",118
40095,11,"2021-12-01 14:00:00+01",105
40096,11,"2021-12-01 14:15:00+01",127
40097,11,"2021-12-01 14:30:00+01",108
40098,11,"2021-12-01 14:45:00+01",111
40099,11,"2021-12-01 15:00:00+01",106
40100,11,"2021-12-01 15:15:00+01",120
40101,11,"2021-12-01 15:30:00+01",89
40102,11,"2021-12-01 15:45:00+01",135
40103,11,"2021-12-01 16:00:00+01",141
40104,11,"2021-12-01 16:15:00+01",156
40105,11,"2021-12-01 16:30:00+01",165
40106,11,"2021-12-01 16:45:00+01",144
40107,11,"2021-12-01 17:00:00+01",204
40108,11,"2021-12-01 17:15:00+01",236
40109,11,"2021-12-01 17:30:00+01",163
40110,11,"2021-12-01 17:45:00+01",175
40111,11,"2021-12-01 18:00:00+01",127
40112,11,"2021-12-01 18:15:00+01",108
40113,11,"2021-12-01 18:30:00+01",106
40114,11,"2021-12-01 18:45:00+01",82
40115,11,"2021-12-01 19:00:00+01",71
40116,11,"2021-12-01 19:15:00+01",58
40117,11,"2021-12-01 19:30:00+01",36
40118,11,"2021-12-01 19:45:00+01",36
40119,11,"2021-12-01 20:00:00+01",21
40120,11,"2021-12-01 20:15:00+01",35
40121,11,"2021-12-01 20:30:00+01",27
40122,11,"2021-12-01 20:45:00+01",24
40123,11,"2021-12-01 21:00:00+01",15
40124,11,"2021-12-01 21:15:00+01",20
40125,11,"2021-12-01 21:30:00+01",18
40126,11,"2021-12-01 21:45:00+01",7
40127,11,"2021-12-01 22:00:00+01",15
40128,11,"2021-12-01 22:15:00+01",14
40129,11,"2021-12-01 22:30:00+01",7
40130,11,"2021-12-01 22:45:00+01",5
40131,11,"2021-12-01 23:00:00+01",3
40132,11,"2021-12-01 23:15:00+01",1
40133,11,"2021-12-01 23:30:00+01",5
40134,11,"2021-12-01 23:45:00+01",3
40135,11,"2021-12-02 00:00:00+01",2
40136,11,"2021-12-02 00:15:00+01",0
40137,11,"2021-12-02 00:30:00+01",1
40138,11,"2021-12-02 00:45:00+01",1
40139,21,"2021-12-01 01:00:00+01",1
40140,21,"2021-12-01 01:15:00+01",0
40141,21,"2021-12-01 01:30:00+01",0
40142,21,"2021-12-01 01:45:00+01",0
40143,21,"2021-12-01 02:00:00+01",0
40144,21,"2021-12-01 02:15:00+01",0
40145,21,"2021-12-01 02:30:00+01",0
40146,21,"2021-12-01 02:45:00+01",0
40147,21,"2021-12-01 03:00:00+01",0
40148,21,"2021-12-01 03:15:00+01",0
40149,21,"2021-12-01 03:30:00+01",0
40150,21,"2021-12-01 03:45:00+01",0
40151,21,"2021-12-01 04:00:00+01",0
40152,21,"2021-12-01 04:15:00+01",0
40153,21,"2021-12-01 04:30:00+01",0
40154,21,"2021-12-01 04:45:00+01",0
40155,21,"2021-12-01 05:00:00+01",1
40156,21,"2021-12-01 05:15:00+01",0
40157,21,"2021-12-01 05:30:00+01",0
40158,21,"2021-12-01 05:45:00+01",0
40159,21,"2021-12-01 06:00:00+01",0
40160,21,"2021-12-01 06:15:00+01",4
40161,21,"2021-12-01 06:30:00+01",1
40162,21,"2021-12-01 06:45:00+01",2
40163,21,"2021-12-01 07:00:00+01",3
40164,21,"2021-12-01 07:15:00+01",4
40165,21,"2021-12-01 07:30:00+01",1
40166,21,"2021-12-01 07:45:00+01",0
40167,21,"2021-12-01 08:00:00+01",3
40168,21,"2021-12-01 08:15:00+01",3
40169,21,"2021-12-01 08:30:00+01",4
40170,21,"2021-12-01 08:45:00+01",0
40171,21,"2021-12-01 09:00:00+01",0
40172,21,"2021-12-01 09:15:00+01",2
40173,21,"2021-12-01 09:30:00+01",0
40174,21,"2021-12-01 09:45:00+01",2
40175,21,"2021-12-01 10:00:00+01",1
40176,21,"2021-12-01 10:15:00+01",0
40177,21,"2021-12-01 10:30:00+01",1
40178,21,"2021-12-01 10:45:00+01",0
40179,21,"2021-12-01 11:00:00+01",0
40180,21,"2021-12-01 11:15:00+01",2
40181,21,"2021-12-01 11:30:00+01",1
40182,21,"2021-12-01 11:45:00+01",2
40183,21,"2021-12-01 12:00:00+01",1
40184,21,"2021-12-01 12:15:00+01",1
40185,21,"2021-12-01 12:30:00+01",1
40186,21,"2021-12-01 12:45:00+01",2
40187,21,"2021-12-01 13:00:00+01",0
40188,21,"2021-12-01 13:15:00+01",0
40189,21,"2021-12-01 13:30:00+01",3
40190,21,"2021-12-01 13:45:00+01",1
40191,21,"2021-12-01 14:00:00+01",0
40192,21,"2021-12-01 14:15:00+01",3
40193,21,"2021-12-01 14:30:00+01",1
40194,21,"2021-12-01 14:45:00+01",2
40195,21,"2021-12-01 15:00:00+01",0
40196,21,"2021-12-01 15:15:00+01",2
40197,21,"2021-12-01 15:30:00+01",0
40198,21,"2021-12-01 15:45:00+01",2
40199,21,"2021-12-01 16:00:00+01",2
40200,21,"2021-12-01 16:15:00+01",0
40201,21,"2021-12-01 16:30:00+01",0
40202,21,"2021-12-01 16:45:00+01",2
40203,21,"2021-12-01 17:00:00+01",2
40204,21,"2021-12-01 17:15:00+01",0
40205,21,"2021-12-01 17:30:00+01",0
40206,21,"2021-12-01 17:45:00+01",0
40207,21,"2021-12-01 18:00:00+01",0
40208,21,"2021-12-01 18:15:00+01",2
40209,21,"2021-12-01 18:30:00+01",0
40210,21,"2021-12-01 18:45:00+01",0
40211,21,"2021-12-01 19:00:00+01",0
40212,21,"2021-12-01 19:15:00+01",0
40213,21,"2021-12-01 19:30:00+01",0
40214,21,"2021-12-01 19:45:00+01",1
40215,21,"2021-12-01 20:00:00+01",0
40216,21,"2021-12-01 20:15:00+01",0
40217,21,"2021-12-01 20:30:00+01",0
40218,21,"2021-12-01 20:45:00+01",0
40219,21,"2021-12-01 21:00:00+01",0
40220,21,"2021-12-01 21:15:00+01",0
40221,21,"2021-12-01 21:30:00+01",0
40222,21,"2021-12-01 21:45:00+01",0
40223,21,"2021-12-01 22:00:00+01",0
40224,21,"2021-12-01 22:15:00+01",0
40225,21,"2021-12-01 22:30:00+01",0
40226,21,"2021-12-01 22:45:00+01",0
40227,21,"2021-12-01 23:00:00+01",0
40228,21,"2021-12-01 23:15:00+01",0
40229,21,"2021-12-01 23:30:00+01",0
40230,21,"2021-12-01 23:45:00+01",0
40231,21,"2021-12-02 00:00:00+01",0
40232,21,"2021-12-02 00:15:00+01",0
40233,21,"2021-12-02 00:30:00+01",0
40234,21,"2021-12-02 00:45:00+01",0
40235,1,"2021-12-01 01:00:00+01",0
40236,1,"2021-12-01 01:15:00+01",0
40237,1,"2021-12-01 01:30:00+01",0
40238,1,"2021-12-01 01:45:00+01",0
40239,1,"2021-12-01 02:00:00+01",0
40240,1,"2021-12-01 02:15:00+01",0
40241,1,"2021-12-01 02:30:00+01",0
40242,1,"2021-12-01 02:45:00+01",0
40243,1,"2021-12-01 03:00:00+01",0
40244,1,"2021-12-01 03:15:00+01",0
40245,1,"2021-12-01 03:30:00+01",0
40246,1,"2021-12-01 03:45:00+01",0
40247,1,"2021-12-01 04:00:00+01",0
40248,1,"2021-12-01 04:15:00+01",0
40249,1,"2021-12-01 04:30:00+01",0
40250,1,"2021-12-01 04:45:00+01",0
40251,1,"2021-12-01 05:00:00+01",0
40252,1,"2021-12-01 05:15:00+01",0
40253,1,"2021-12-01 05:30:00+01",0
40254,1,"2021-12-01 05:45:00+01",0
40255,1,"2021-12-01 06:00:00+01",0
40256,1,"2021-12-01 06:15:00+01",0
40257,1,"2021-12-01 06:30:00+01",0
40258,1,"2021-12-01 06:45:00+01",0
40259,1,"2021-12-01 07:00:00+01",0
40260,1,"2021-12-01 07:15:00+01",0
40261,1,"2021-12-01 07:30:00+01",0
40262,1,"2021-12-01 07:45:00+01",0
40263,1,"2021-12-01 08:00:00+01",0
40264,1,"2021-12-01 08:15:00+01",0
40265,1,"2021-12-01 08:30:00+01",0
40266,1,"2021-12-01 08:45:00+01",0
40267,1,"2021-12-01 09:00:00+01",0
40268,1,"2021-12-01 09:15:00+01",0
40269,1,"2021-12-01 09:30:00+01",0
40270,1,"2021-12-01 09:45:00+01",0
40271,1,"2021-12-01 10:00:00+01",0
40272,1,"2021-12-01 10:15:00+01",0
40273,1,"2021-12-01 10:30:00+01",0
40274,1,"2021-12-01 10:45:00+01",0
40275,1,"2021-12-01 11:00:00+01",0
40276,1,"2021-12-01 11:15:00+01",0
40277,1,"2021-12-01 11:30:00+01",0
40278,1,"2021-12-01 11:45:00+01",0
40279,1,"2021-12-01 12:00:00+01",0
40280,1,"2021-12-01 12:15:00+01",0
40281,1,"2021-12-01 12:30:00+01",0
40282,1,"2021-12-01 12:45:00+01",0
40283,1,"2021-12-01 13:00:00+01",0
40284,1,"2021-12-01 13:15:00+01",0
40285,1,"2021-12-01 13:30:00+01",0
40286,1,"2021-12-01 13:45:00+01",0
40287,1,"2021-12-01 14:00:00+01",0
40288,1,"2021-12-01 14:15:00+01",0
40289,1,"2021-12-01 14:30:00+01",0
40290,1,"2021-12-01 14:45:00+01",0
40291,1,"2021-12-01 15:00:00+01",0
40292,1,"2021-12-01 15:15:00+01",0
40293,1,"2021-12-01 15:30:00+01",0
40294,1,"2021-12-01 15:45:00+01",0
40295,1,"2021-12-01 16:00:00+01",0
40296,1,"2021-12-01 16:15:00+01",0
40297,1,"2021-12-01 16:30:00+01",0
40298,1,"2021-12-01 16:45:00+01",0
40299,1,"2021-12-01 17:00:00+01",0
40300,1,"2021-12-01 17:15:00+01",0
40301,1,"2021-12-01 17:30:00+01",0
40302,1,"2021-12-01 17:45:00+01",0
40303,1,"2021-12-01 18:00:00+01",0
40304,1,"2021-12-01 18:15:00+01",0
40305,1,"2021-12-01 18:30:00+01",0
40306,1,"2021-12-01 18:45:00+01",0
40307,1,"2021-12-01 19:00:00+01",0
40308,1,"2021-12-01 19:15:00+01",0
40309,1,"2021-12-01 19:30:00+01",0
40310,1,"2021-12-01 19:45:00+01",0
40311,1,"2021-12-01 20:00:00+01",0
40312,1,"2021-12-01 20:15:00+01",0
40313,1,"2021-12-01 20:30:00+01",0
40314,1,"2021-12-01 20:45:00+01",0
40315,1,"2021-12-01 21:00:00+01",0
40316,1,"2021-12-01 21:15:00+01",0
40317,1,"2021-12-01 21:30:00+01",0
40318,1,"2021-12-01 21:45:00+01",0
40319,1,"2021-12-01 22:00:00+01",0
40320,1,"2021-12-01 22:15:00+01",0
40321,1,"2021-12-01 22:30:00+01",0
40322,1,"2021-12-01 22:45:00+01",0
40323,1,"2021-12-01 23:00:00+01",0
40324,1,"2021-12-01 23:15:00+01",0
40325,1,"2021-12-01 23:30:00+01",0
40326,1,"2021-12-01 23:45:00+01",0
40327,1,"2021-12-02 00:00:00+01",0
40328,1,"2021-12-02 00:15:00+01",0
40329,1,"2021-12-02 00:30:00+01",0
40330,1,"2021-12-02 00:45:00+01",0
40331,0,"2021-12-02 00:00:00+01",0
40332,11,"2021-12-02 01:00:00+01",1
40333,11,"2021-12-02 01:15:00+01",0
40334,11,"2021-12-02 01:30:00+01",1
40335,11,"2021-12-02 01:45:00+01",1
40336,11,"2021-12-02 02:00:00+01",0
40337,11,"2021-12-02 02:15:00+01",0
40338,11,"2021-12-02 02:30:00+01",1
40339,11,"2021-12-02 02:45:00+01",0
40340,11,"2021-12-02 03:00:00+01",0
40341,11,"2021-12-02 03:15:00+01",1
40342,11,"2021-12-02 03:30:00+01",0
40343,11,"2021-12-02 03:45:00+01",0
40344,11,"2021-12-02 04:00:00+01",1
40345,11,"2021-12-02 04:15:00+01",1
40346,11,"2021-12-02 04:30:00+01",3
40347,11,"2021-12-02 04:45:00+01",1
40348,11,"2021-12-02 05:00:00+01",6
40349,11,"2021-12-02 05:15:00+01",15
40350,11,"2021-12-02 05:30:00+01",32
40351,11,"2021-12-02 05:45:00+01",39
40352,11,"2021-12-02 06:00:00+01",48
40353,11,"2021-12-02 06:15:00+01",126
40354,11,"2021-12-02 06:30:00+01",195
40355,11,"2021-12-02 06:45:00+01",223
40356,11,"2021-12-02 07:00:00+01",252
40357,11,"2021-12-02 07:15:00+01",231
40358,11,"2021-12-02 07:30:00+01",197
40359,11,"2021-12-02 07:45:00+01",176
40360,11,"2021-12-02 08:00:00+01",157
40361,11,"2021-12-02 08:15:00+01",123
40362,11,"2021-12-02 08:30:00+01",99
40363,11,"2021-12-02 08:45:00+01",100
40364,11,"2021-12-02 09:00:00+01",83
40365,11,"2021-12-02 09:15:00+01",98
40366,11,"2021-12-02 09:30:00+01",102
40367,11,"2021-12-02 09:45:00+01",84
40368,11,"2021-12-02 10:00:00+01",107
40369,11,"2021-12-02 10:15:00+01",111
40370,11,"2021-12-02 10:30:00+01",85
40371,11,"2021-12-02 10:45:00+01",93
40372,11,"2021-12-02 11:00:00+01",89
40373,11,"2021-12-02 11:15:00+01",78
40374,11,"2021-12-02 11:30:00+01",91
40375,11,"2021-12-02 11:45:00+01",93
40376,11,"2021-12-02 12:00:00+01",97
40377,11,"2021-12-02 12:15:00+01",83
40378,11,"2021-12-02 12:30:00+01",77
40379,11,"2021-12-02 12:45:00+01",103
40380,11,"2021-12-02 13:00:00+01",127
40381,11,"2021-12-02 13:15:00+01",121
40382,11,"2021-12-02 13:30:00+01",127
40383,11,"2021-12-02 13:45:00+01",116
40384,11,"2021-12-02 14:00:00+01",92
40385,11,"2021-12-02 14:15:00+01",132
40386,11,"2021-12-02 14:30:00+01",124
40387,11,"2021-12-02 14:45:00+01",120
40388,11,"2021-12-02 15:00:00+01",118
40389,11,"2021-12-02 15:15:00+01",94
40390,11,"2021-12-02 15:30:00+01",107
40391,11,"2021-12-02 15:45:00+01",118
40392,11,"2021-12-02 16:00:00+01",102
40393,11,"2021-12-02 16:15:00+01",150
40394,11,"2021-12-02 16:30:00+01",169
40395,11,"2021-12-02 16:45:00+01",147
40396,11,"2021-12-02 17:00:00+01",218
40397,11,"2021-12-02 17:15:00+01",186
40398,11,"2021-12-02 17:30:00+01",177
40399,11,"2021-12-02 17:45:00+01",189
40400,11,"2021-12-02 18:00:00+01",153
40401,11,"2021-12-02 18:15:00+01",122
40402,11,"2021-12-02 18:30:00+01",102
40403,11,"2021-12-02 18:45:00+01",132
40404,11,"2021-12-02 19:00:00+01",83
40405,11,"2021-12-02 19:15:00+01",95
40406,11,"2021-12-02 19:30:00+01",44
40407,11,"2021-12-02 19:45:00+01",36
40408,11,"2021-12-02 20:00:00+01",51
40409,11,"2021-12-02 20:15:00+01",29
40410,11,"2021-12-02 20:30:00+01",41
40411,11,"2021-12-02 20:45:00+01",17
40412,11,"2021-12-02 21:00:00+01",46
40413,11,"2021-12-02 21:15:00+01",32
40414,11,"2021-12-02 21:30:00+01",24
40415,11,"2021-12-02 21:45:00+01",24
40416,11,"2021-12-02 22:00:00+01",14
40417,11,"2021-12-02 22:15:00+01",13
40418,11,"2021-12-02 22:30:00+01",12
40419,11,"2021-12-02 22:45:00+01",5
40420,11,"2021-12-02 23:00:00+01",9
40421,11,"2021-12-02 23:15:00+01",6
40422,11,"2021-12-02 23:30:00+01",5
40423,11,"2021-12-02 23:45:00+01",6
40424,11,"2021-12-03 00:00:00+01",4
40425,11,"2021-12-03 00:15:00+01",1
40426,11,"2021-12-03 00:30:00+01",0
40427,11,"2021-12-03 00:45:00+01",3
40428,21,"2021-12-02 01:00:00+01",0
40429,21,"2021-12-02 01:15:00+01",0
40430,21,"2021-12-02 01:30:00+01",0
40431,21,"2021-12-02 01:45:00+01",0
40432,21,"2021-12-02 02:00:00+01",0
40433,21,"2021-12-02 02:15:00+01",0
40434,21,"2021-12-02 02:30:00+01",0
40435,21,"2021-12-02 02:45:00+01",0
40436,21,"2021-12-02 03:00:00+01",0
40437,21,"2021-12-02 03:15:00+01",0
40438,21,"2021-12-02 03:30:00+01",0
40439,21,"2021-12-02 03:45:00+01",0
40440,21,"2021-12-02 04:00:00+01",0
40441,21,"2021-12-02 04:15:00+01",0
40442,21,"2021-12-02 04:30:00+01",0
40443,21,"2021-12-02 04:45:00+01",0
40444,21,"2021-12-02 05:00:00+01",1
40445,21,"2021-12-02 05:15:00+01",1
40446,21,"2021-12-02 05:30:00+01",2
40447,21,"2021-12-02 05:45:00+01",2
40448,21,"2021-12-02 06:00:00+01",0
40449,21,"2021-12-02 06:15:00+01",2
40450,21,"2021-12-02 06:30:00+01",0
40451,21,"2021-12-02 06:45:00+01",3
40452,21,"2021-12-02 07:00:00+01",1
40453,21,"2021-12-02 07:15:00+01",0
40454,21,"2021-12-02 07:30:00+01",1
40455,21,"2021-12-02 07:45:00+01",1
40456,21,"2021-12-02 08:00:00+01",1
40457,21,"2021-12-02 08:15:00+01",1
40458,21,"2021-12-02 08:30:00+01",7
40459,21,"2021-12-02 08:45:00+01",1
40460,21,"2021-12-02 09:00:00+01",0
40461,21,"2021-12-02 09:15:00+01",3
40462,21,"2021-12-02 09:30:00+01",2
40463,21,"2021-12-02 09:45:00+01",1
40464,21,"2021-12-02 10:00:00+01",0
40465,21,"2021-12-02 10:15:00+01",1
40466,21,"2021-12-02 10:30:00+01",2
40467,21,"2021-12-02 10:45:00+01",0
40468,21,"2021-12-02 11:00:00+01",1
40469,21,"2021-12-02 11:15:00+01",0
40470,21,"2021-12-02 11:30:00+01",1
40471,21,"2021-12-02 11:45:00+01",3
40472,21,"2021-12-02 12:00:00+01",2
40473,21,"2021-12-02 12:15:00+01",3
40474,21,"2021-12-02 12:30:00+01",0
40475,21,"2021-12-02 12:45:00+01",0
40476,21,"2021-12-02 13:00:00+01",1
40477,21,"2021-12-02 13:15:00+01",0
40478,21,"2021-12-02 13:30:00+01",1
40479,21,"2021-12-02 13:45:00+01",1
40480,21,"2021-12-02 14:00:00+01",1
40481,21,"2021-12-02 14:15:00+01",1
40482,21,"2021-12-02 14:30:00+01",1
40483,21,"2021-12-02 14:45:00+01",0
40484,21,"2021-12-02 15:00:00+01",2
40485,21,"2021-12-02 15:15:00+01",0
40486,21,"2021-12-02 15:30:00+01",1
40487,21,"2021-12-02 15:45:00+01",2
40488,21,"2021-12-02 16:00:00+01",0
40489,21,"2021-12-02 16:15:00+01",1
40490,21,"2021-12-02 16:30:00+01",0
40491,21,"2021-12-02 16:45:00+01",2
40492,21,"2021-12-02 17:00:00+01",2
40493,21,"2021-12-02 17:15:00+01",1
40494,21,"2021-12-02 17:30:00+01",2
40495,21,"2021-12-02 17:45:00+01",2
40496,21,"2021-12-02 18:00:00+01",1
40497,21,"2021-12-02 18:15:00+01",2
40498,21,"2021-12-02 18:30:00+01",0
40499,21,"2021-12-02 18:45:00+01",0
40500,21,"2021-12-02 19:00:00+01",1
40501,21,"2021-12-02 19:15:00+01",0
40502,21,"2021-12-02 19:30:00+01",0
40503,21,"2021-12-02 19:45:00+01",0
40504,21,"2021-12-02 20:00:00+01",0
40505,21,"2021-12-02 20:15:00+01",0
40506,21,"2021-12-02 20:30:00+01",0
40507,21,"2021-12-02 20:45:00+01",0
40508,21,"2021-12-02 21:00:00+01",1
40509,21,"2021-12-02 21:15:00+01",0
40510,21,"2021-12-02 21:30:00+01",0
40511,21,"2021-12-02 21:45:00+01",1
40512,21,"2021-12-02 22:00:00+01",0
40513,21,"2021-12-02 22:15:00+01",0
40514,21,"2021-12-02 22:30:00+01",0
40515,21,"2021-12-02 22:45:00+01",0
40516,21,"2021-12-02 23:00:00+01",0
40517,21,"2021-12-02 23:15:00+01",0
40518,21,"2021-12-02 23:30:00+01",0
40519,21,"2021-12-02 23:45:00+01",0
40520,21,"2021-12-03 00:00:00+01",0
40521,21,"2021-12-03 00:15:00+01",0
40522,21,"2021-12-03 00:30:00+01",0
40523,21,"2021-12-03 00:45:00+01",0
40524,1,"2021-12-02 01:00:00+01",0
40525,1,"2021-12-02 01:15:00+01",0
40526,1,"2021-12-02 01:30:00+01",0
40527,1,"2021-12-02 01:45:00+01",0
40528,1,"2021-12-02 02:00:00+01",0
40529,1,"2021-12-02 02:15:00+01",0
40530,1,"2021-12-02 02:30:00+01",0
40531,1,"2021-12-02 02:45:00+01",0
40532,1,"2021-12-02 03:00:00+01",0
40533,1,"2021-12-02 03:15:00+01",0
40534,1,"2021-12-02 03:30:00+01",0
40535,1,"2021-12-02 03:45:00+01",0
40536,1,"2021-12-02 04:00:00+01",0
40537,1,"2021-12-02 04:15:00+01",0
40538,1,"2021-12-02 04:30:00+01",0
40539,1,"2021-12-02 04:45:00+01",0
40540,1,"2021-12-02 05:00:00+01",0
